Sexo;Edad;Dificultad para llegar a fin de mes;Periodo;Total
Mujeres;Menores de 16 años;No consta;2011;..
Mujeres;Menores de 16 años;No consta;2010;..
Mujeres;Menores de 16 años;No consta;2009;..
Mujeres;Menores de 16 años;No consta;2008;0
Mujeres;Menores de 16 años;No consta;2007;0,1
Mujeres;Menores de 16 años;No consta;2006;0
Mujeres;Menores de 16 años;No consta;2005;0,2
Mujeres;Menores de 16 años;No consta;2004;0,1
Mujeres;De 16 a 29 años;Con mucha dificultad;2024;10,6
Mujeres;De 16 a 29 años;Con mucha dificultad;2023;9,7
Mujeres;De 16 a 29 años;Con mucha dificultad;2022;9,8
Mujeres;De 16 a 29 años;Con mucha dificultad;2021;10,7
Mujeres;De 16 a 29 años;Con mucha dificultad;2020;11,7
Mujeres;De 16 a 29 años;Con mucha dificultad;2019;10,1
Mujeres;De 16 a 29 años;Con mucha dificultad;2018;15,2
Mujeres;De 16 a 29 años;Con mucha dificultad;2017;11,7
Mujeres;De 16 a 29 años;Con mucha dificultad;2016;22,5
Mujeres;De 16 a 29 años;Con mucha dificultad;2015;19,4
Mujeres;De 16 a 29 años;Con mucha dificultad;2014;20,5
Mujeres;De 16 a 29 años;Con mucha dificultad;2013;22,9
Mujeres;De 16 a 29 años;Con mucha dificultad;2012;17,7
Mujeres;De 16 a 29 años;Con mucha dificultad;2011;14
Mujeres;De 16 a 29 años;Con mucha dificultad;2010;19,1
Mujeres;De 16 a 29 años;Con mucha dificultad;2009;19,1
Mujeres;De 16 a 29 años;Con mucha dificultad;2008;15
Mujeres;De 16 a 29 años;Con mucha dificultad;2007;12,6
Mujeres;De 16 a 29 años;Con mucha dificultad;2006;13,1
Mujeres;De 16 a 29 años;Con mucha dificultad;2005;12,4
Mujeres;De 16 a 29 años;Con mucha dificultad;2004;12,5
Mujeres;De 16 a 29 años;Con dificultad;2024;12,5
Mujeres;De 16 a 29 años;Con dificultad;2023;14,3
Mujeres;De 16 a 29 años;Con dificultad;2022;13,7
Mujeres;De 16 a 29 años;Con dificultad;2021;15,3
Mujeres;De 16 a 29 años;Con dificultad;2020;14,7
Mujeres;De 16 a 29 años;Con dificultad;2019;15,1
Mujeres;De 16 a 29 años;Con dificultad;2018;18,5
Mujeres;De 16 a 29 años;Con dificultad;2017;17,6
Mujeres;De 16 a 29 años;Con dificultad;2016;18,8
Mujeres;De 16 a 29 años;Con dificultad;2015;21,6
Mujeres;De 16 a 29 años;Con dificultad;2014;22,4
Mujeres;De 16 a 29 años;Con dificultad;2013;20,7
Mujeres;De 16 a 29 años;Con dificultad;2012;21,2
Mujeres;De 16 a 29 años;Con dificultad;2011;18,9
Mujeres;De 16 a 29 años;Con dificultad;2010;20,9
Mujeres;De 16 a 29 años;Con dificultad;2009;18,6
Mujeres;De 16 a 29 años;Con dificultad;2008;19,6
Mujeres;De 16 a 29 años;Con dificultad;2007;17,2
Mujeres;De 16 a 29 años;Con dificultad;2006;19
Mujeres;De 16 a 29 años;Con dificultad;2005;17,6
Mujeres;De 16 a 29 años;Con dificultad;2004;19,8
Mujeres;De 16 a 29 años;Con cierta dificultad;2024;29,1
Mujeres;De 16 a 29 años;Con cierta dificultad;2023;28,7
Mujeres;De 16 a 29 años;Con cierta dificultad;2022;29,9
Mujeres;De 16 a 29 años;Con cierta dificultad;2021;26,4
Mujeres;De 16 a 29 años;Con cierta dificultad;2020;25,1
Mujeres;De 16 a 29 años;Con cierta dificultad;2019;28,3
Mujeres;De 16 a 29 años;Con cierta dificultad;2018;28,2
Mujeres;De 16 a 29 años;Con cierta dificultad;2017;28,6
Mujeres;De 16 a 29 años;Con cierta dificultad;2016;26,7
Mujeres;De 16 a 29 años;Con cierta dificultad;2015;29,2
Mujeres;De 16 a 29 años;Con cierta dificultad;2014;29,6
Mujeres;De 16 a 29 años;Con cierta dificultad;2013;27,2
Mujeres;De 16 a 29 años;Con cierta dificultad;2012;28,7
Mujeres;De 16 a 29 años;Con cierta dificultad;2011;29,9
Mujeres;De 16 a 29 años;Con cierta dificultad;2010;27,8
Mujeres;De 16 a 29 años;Con cierta dificultad;2009;29,4
Mujeres;De 16 a 29 años;Con cierta dificultad;2008;32,8
Mujeres;De 16 a 29 años;Con cierta dificultad;2007;34,6
Mujeres;De 16 a 29 años;Con cierta dificultad;2006;33,3
Mujeres;De 16 a 29 años;Con cierta dificultad;2005;32,7
Mujeres;De 16 a 29 años;Con cierta dificultad;2004;32,6
Mujeres;De 16 a 29 años;Con cierta facilidad;2024;28
Mujeres;De 16 a 29 años;Con cierta facilidad;2023;28,1
Mujeres;De 16 a 29 años;Con cierta facilidad;2022;27,5
Mujeres;De 16 a 29 años;Con cierta facilidad;2021;28,4
Mujeres;De 16 a 29 años;Con cierta facilidad;2020;30,4
Mujeres;De 16 a 29 años;Con cierta facilidad;2019;31,6
Mujeres;De 16 a 29 años;Con cierta facilidad;2018;27
Mujeres;De 16 a 29 años;Con cierta facilidad;2017;30,3
Mujeres;De 16 a 29 años;Con cierta facilidad;2016;21,6
Mujeres;De 16 a 29 años;Con cierta facilidad;2015;21,1
Mujeres;De 16 a 29 años;Con cierta facilidad;2014;20,6
Mujeres;De 16 a 29 años;Con cierta facilidad;2013;19,6
Mujeres;De 16 a 29 años;Con cierta facilidad;2012;23,8
Mujeres;De 16 a 29 años;Con cierta facilidad;2011;25,3
Mujeres;De 16 a 29 años;Con cierta facilidad;2010;20,3
Mujeres;De 16 a 29 años;Con cierta facilidad;2009;21,7
Mujeres;De 16 a 29 años;Con cierta facilidad;2008;22,9
Mujeres;De 16 a 29 años;Con cierta facilidad;2007;23
Mujeres;De 16 a 29 años;Con cierta facilidad;2006;24,5
Mujeres;De 16 a 29 años;Con cierta facilidad;2005;25,4
Mujeres;De 16 a 29 años;Con cierta facilidad;2004;25,1
Mujeres;De 16 a 29 años;Con facilidad;2024;16,6
Mujeres;De 16 a 29 años;Con facilidad;2023;16,4
Mujeres;De 16 a 29 años;Con facilidad;2022;16,6
Mujeres;De 16 a 29 años;Con facilidad;2021;16,8
Mujeres;De 16 a 29 años;Con facilidad;2020;16
Mujeres;De 16 a 29 años;Con facilidad;2019;13,8
Mujeres;De 16 a 29 años;Con facilidad;2018;10,2
Mujeres;De 16 a 29 años;Con facilidad;2017;10,9
Mujeres;De 16 a 29 años;Con facilidad;2016;9,7
Mujeres;De 16 a 29 años;Con facilidad;2015;8,1
Mujeres;De 16 a 29 años;Con facilidad;2014;6,6
Mujeres;De 16 a 29 años;Con facilidad;2013;8,8
Mujeres;De 16 a 29 años;Con facilidad;2012;8,1
Mujeres;De 16 a 29 años;Con facilidad;2011;11,1
Mujeres;De 16 a 29 años;Con facilidad;2010;10,9
Mujeres;De 16 a 29 años;Con facilidad;2009;10
Mujeres;De 16 a 29 años;Con facilidad;2008;8,9
Mujeres;De 16 a 29 años;Con facilidad;2007;11,6
Mujeres;De 16 a 29 años;Con facilidad;2006;9,1
Mujeres;De 16 a 29 años;Con facilidad;2005;10,6
Mujeres;De 16 a 29 años;Con facilidad;2004;9,3
Mujeres;De 16 a 29 años;Con mucha facilidad;2024;2,8
Mujeres;De 16 a 29 años;Con mucha facilidad;2023;2,6
Mujeres;De 16 a 29 años;Con mucha facilidad;2022;2,4
Mujeres;De 16 a 29 años;Con mucha facilidad;2021;2,5
Mujeres;De 16 a 29 años;Con mucha facilidad;2020;2
Mujeres;De 16 a 29 años;Con mucha facilidad;2019;1
Mujeres;De 16 a 29 años;Con mucha facilidad;2018;0,9
Mujeres;De 16 a 29 años;Con mucha facilidad;2017;0,9
Mujeres;De 16 a 29 años;Con mucha facilidad;2016;0,8
Mujeres;De 16 a 29 años;Con mucha facilidad;2015;0,6
Mujeres;De 16 a 29 años;Con mucha facilidad;2014;0,3
Mujeres;De 16 a 29 años;Con mucha facilidad;2013;0,8
Mujeres;De 16 a 29 años;Con mucha facilidad;2012;0,5
Mujeres;De 16 a 29 años;Con mucha facilidad;2011;0,9
Mujeres;De 16 a 29 años;Con mucha facilidad;2010;1
Mujeres;De 16 a 29 años;Con mucha facilidad;2009;1,1
Mujeres;De 16 a 29 años;Con mucha facilidad;2008;0,8
Mujeres;De 16 a 29 años;Con mucha facilidad;2007;0,9
Mujeres;De 16 a 29 años;Con mucha facilidad;2006;0,8
Mujeres;De 16 a 29 años;Con mucha facilidad;2005;0,7
Mujeres;De 16 a 29 años;Con mucha facilidad;2004;0,5
Mujeres;De 16 a 29 años;No consta;2024;0,4
Mujeres;De 16 a 29 años;No consta;2023;0,3
Mujeres;De 16 a 29 años;No consta;2022;0,1
Mujeres;De 16 a 29 años;No consta;2021;0
Mujeres;De 16 a 29 años;No consta;2020;0
Mujeres;De 16 a 29 años;No consta;2019;0,1
Mujeres;De 16 a 29 años;No consta;2018;..
Mujeres;De 16 a 29 años;No consta;2017;..
Mujeres;De 16 a 29 años;No consta;2016;..
Mujeres;De 16 a 29 años;No consta;2015;0
Mujeres;De 16 a 29 años;No consta;2014;..
Mujeres;De 16 a 29 años;No consta;2013;..
Mujeres;De 16 a 29 años;No consta;2012;..
Mujeres;De 16 a 29 años;No consta;2011;..
Mujeres;De 16 a 29 años;No consta;2010;..
Mujeres;De 16 a 29 años;No consta;2009;0
Mujeres;De 16 a 29 años;No consta;2008;..
Mujeres;De 16 a 29 años;No consta;2007;0,1
Mujeres;De 16 a 29 años;No consta;2006;0,2
Mujeres;De 16 a 29 años;No consta;2005;0,7
Mujeres;De 16 a 29 años;No consta;2004;0,2
Mujeres;De 30 a 44 años;Con mucha dificultad;2024;10,5
Mujeres;De 30 a 44 años;Con mucha dificultad;2023;11,2
Mujeres;De 30 a 44 años;Con mucha dificultad;2022;8,8
Mujeres;De 30 a 44 años;Con mucha dificultad;2021;8,4
Mujeres;De 30 a 44 años;Con mucha dificultad;2020;10,5
Mujeres;De 30 a 44 años;Con mucha dificultad;2019;7,9
Mujeres;De 30 a 44 años;Con mucha dificultad;2018;9,7
Mujeres;De 30 a 44 años;Con mucha dificultad;2017;7,9
Mujeres;De 30 a 44 años;Con mucha dificultad;2016;15,7
Mujeres;De 30 a 44 años;Con mucha dificultad;2015;15,1
Mujeres;De 30 a 44 años;Con mucha dificultad;2014;17,7
Mujeres;De 30 a 44 años;Con mucha dificultad;2013;19,6
Mujeres;De 30 a 44 años;Con mucha dificultad;2012;16,3
Mujeres;De 30 a 44 años;Con mucha dificultad;2011;11,9
Mujeres;De 30 a 44 años;Con mucha dificultad;2010;16,4
Mujeres;De 30 a 44 años;Con mucha dificultad;2009;16,3
Mujeres;De 30 a 44 años;Con mucha dificultad;2008;14,7
Mujeres;De 30 a 44 años;Con mucha dificultad;2007;9,8
Mujeres;De 30 a 44 años;Con mucha dificultad;2006;11
Mujeres;De 30 a 44 años;Con mucha dificultad;2005;10,5
Mujeres;De 30 a 44 años;Con mucha dificultad;2004;10,8
Mujeres;De 30 a 44 años;Con dificultad;2024;14,8
Mujeres;De 30 a 44 años;Con dificultad;2023;12,7
Mujeres;De 30 a 44 años;Con dificultad;2022;14,2
Mujeres;De 30 a 44 años;Con dificultad;2021;13,8
Mujeres;De 30 a 44 años;Con dificultad;2020;13,1
Mujeres;De 30 a 44 años;Con dificultad;2019;14,1
Mujeres;De 30 a 44 años;Con dificultad;2018;17,5
Mujeres;De 30 a 44 años;Con dificultad;2017;15,7
Mujeres;De 30 a 44 años;Con dificultad;2016;19
Mujeres;De 30 a 44 años;Con dificultad;2015;19,4
Mujeres;De 30 a 44 años;Con dificultad;2014;21,7
Mujeres;De 30 a 44 años;Con dificultad;2013;20,4
Mujeres;De 30 a 44 años;Con dificultad;2012;21,3
Mujeres;De 30 a 44 años;Con dificultad;2011;18,6
Mujeres;De 30 a 44 años;Con dificultad;2010;17
Mujeres;De 30 a 44 años;Con dificultad;2009;18,8
Mujeres;De 30 a 44 años;Con dificultad;2008;17,3
Mujeres;De 30 a 44 años;Con dificultad;2007;17,5
Mujeres;De 30 a 44 años;Con dificultad;2006;19,1
Mujeres;De 30 a 44 años;Con dificultad;2005;16,6
Mujeres;De 30 a 44 años;Con dificultad;2004;17,7
Mujeres;De 30 a 44 años;Con cierta dificultad;2024;25,9
Mujeres;De 30 a 44 años;Con cierta dificultad;2023;27,9
Mujeres;De 30 a 44 años;Con cierta dificultad;2022;25,6
Mujeres;De 30 a 44 años;Con cierta dificultad;2021;22,4
Mujeres;De 30 a 44 años;Con cierta dificultad;2020;23,2
Mujeres;De 30 a 44 años;Con cierta dificultad;2019;28
Mujeres;De 30 a 44 años;Con cierta dificultad;2018;28,9
Mujeres;De 30 a 44 años;Con cierta dificultad;2017;30,4
Mujeres;De 30 a 44 años;Con cierta dificultad;2016;28,2
Mujeres;De 30 a 44 años;Con cierta dificultad;2015;29,1
Mujeres;De 30 a 44 años;Con cierta dificultad;2014;27,2
Mujeres;De 30 a 44 años;Con cierta dificultad;2013;27,6
Mujeres;De 30 a 44 años;Con cierta dificultad;2012;28
Mujeres;De 30 a 44 años;Con cierta dificultad;2011;28,5
Mujeres;De 30 a 44 años;Con cierta dificultad;2010;26,6
Mujeres;De 30 a 44 años;Con cierta dificultad;2009;26,8
Mujeres;De 30 a 44 años;Con cierta dificultad;2008;30,2
Mujeres;De 30 a 44 años;Con cierta dificultad;2007;30,6
Mujeres;De 30 a 44 años;Con cierta dificultad;2006;31,4
Mujeres;De 30 a 44 años;Con cierta dificultad;2005;31,6
Mujeres;De 30 a 44 años;Con cierta dificultad;2004;32,1
Mujeres;De 30 a 44 años;Con cierta facilidad;2024;27,4
Mujeres;De 30 a 44 años;Con cierta facilidad;2023;27,2
Mujeres;De 30 a 44 años;Con cierta facilidad;2022;28,1
Mujeres;De 30 a 44 años;Con cierta facilidad;2021;29,8
Mujeres;De 30 a 44 años;Con cierta facilidad;2020;29
Mujeres;De 30 a 44 años;Con cierta facilidad;2019;33,4
Mujeres;De 30 a 44 años;Con cierta facilidad;2018;30
Mujeres;De 30 a 44 años;Con cierta facilidad;2017;32
Mujeres;De 30 a 44 años;Con cierta facilidad;2016;25,5
Mujeres;De 30 a 44 años;Con cierta facilidad;2015;26
Mujeres;De 30 a 44 años;Con cierta facilidad;2014;24,6
Mujeres;De 30 a 44 años;Con cierta facilidad;2013;21,7
Mujeres;De 30 a 44 años;Con cierta facilidad;2012;24,6
Mujeres;De 30 a 44 años;Con cierta facilidad;2011;27,2
Mujeres;De 30 a 44 años;Con cierta facilidad;2010;24,3
Mujeres;De 30 a 44 años;Con cierta facilidad;2009;24,4
Mujeres;De 30 a 44 años;Con cierta facilidad;2008;25,1
Mujeres;De 30 a 44 años;Con cierta facilidad;2007;25,9
Mujeres;De 30 a 44 años;Con cierta facilidad;2006;25,8
Mujeres;De 30 a 44 años;Con cierta facilidad;2005;28,7
Mujeres;De 30 a 44 años;Con cierta facilidad;2004;26,6
Mujeres;De 30 a 44 años;Con facilidad;2024;17,3
Mujeres;De 30 a 44 años;Con facilidad;2023;17,1
Mujeres;De 30 a 44 años;Con facilidad;2022;19,4
Mujeres;De 30 a 44 años;Con facilidad;2021;21,1
Mujeres;De 30 a 44 años;Con facilidad;2020;21,4
Mujeres;De 30 a 44 años;Con facilidad;2019;15,6
Mujeres;De 30 a 44 años;Con facilidad;2018;12,8
Mujeres;De 30 a 44 años;Con facilidad;2017;12,7
Mujeres;De 30 a 44 años;Con facilidad;2016;10,7
Mujeres;De 30 a 44 años;Con facilidad;2015;9,8
Mujeres;De 30 a 44 años;Con facilidad;2014;8,2
Mujeres;De 30 a 44 años;Con facilidad;2013;10
Mujeres;De 30 a 44 años;Con facilidad;2012;8,9
Mujeres;De 30 a 44 años;Con facilidad;2011;12,8
Mujeres;De 30 a 44 años;Con facilidad;2010;14,8
Mujeres;De 30 a 44 años;Con facilidad;2009;12,5
Mujeres;De 30 a 44 años;Con facilidad;2008;11,5
Mujeres;De 30 a 44 años;Con facilidad;2007;15
Mujeres;De 30 a 44 años;Con facilidad;2006;11,4
Mujeres;De 30 a 44 años;Con facilidad;2005;11,5
Mujeres;De 30 a 44 años;Con facilidad;2004;11,7
Mujeres;De 30 a 44 años;Con mucha facilidad;2024;4
Mujeres;De 30 a 44 años;Con mucha facilidad;2023;3,5
Mujeres;De 30 a 44 años;Con mucha facilidad;2022;3,7
Mujeres;De 30 a 44 años;Con mucha facilidad;2021;4,3
Mujeres;De 30 a 44 años;Con mucha facilidad;2020;2,7
Mujeres;De 30 a 44 años;Con mucha facilidad;2019;1
Mujeres;De 30 a 44 años;Con mucha facilidad;2018;1,1
Mujeres;De 30 a 44 años;Con mucha facilidad;2017;1,2
Mujeres;De 30 a 44 años;Con mucha facilidad;2016;0,9
Mujeres;De 30 a 44 años;Con mucha facilidad;2015;0,6
Mujeres;De 30 a 44 años;Con mucha facilidad;2014;0,7
Mujeres;De 30 a 44 años;Con mucha facilidad;2013;0,7
Mujeres;De 30 a 44 años;Con mucha facilidad;2012;0,8
Mujeres;De 30 a 44 años;Con mucha facilidad;2011;1
Mujeres;De 30 a 44 años;Con mucha facilidad;2010;0,9
Mujeres;De 30 a 44 años;Con mucha facilidad;2009;1,2
Mujeres;De 30 a 44 años;Con mucha facilidad;2008;1,2
Mujeres;De 30 a 44 años;Con mucha facilidad;2007;1,2
Mujeres;De 30 a 44 años;Con mucha facilidad;2006;1,3
Mujeres;De 30 a 44 años;Con mucha facilidad;2005;1,1
Mujeres;De 30 a 44 años;Con mucha facilidad;2004;0,9
Mujeres;De 30 a 44 años;No consta;2024;0,2
Mujeres;De 30 a 44 años;No consta;2023;0,5
Mujeres;De 30 a 44 años;No consta;2022;0,2
Mujeres;De 30 a 44 años;No consta;2021;0
Mujeres;De 30 a 44 años;No consta;2020;0
Mujeres;De 30 a 44 años;No consta;2019;0
Mujeres;De 30 a 44 años;No consta;2018;..
Mujeres;De 30 a 44 años;No consta;2017;..
Mujeres;De 30 a 44 años;No consta;2016;..
Mujeres;De 30 a 44 años;No consta;2015;..
Mujeres;De 30 a 44 años;No consta;2014;0
Mujeres;De 30 a 44 años;No consta;2013;..
Mujeres;De 30 a 44 años;No consta;2012;..
Mujeres;De 30 a 44 años;No consta;2011;..
Mujeres;De 30 a 44 años;No consta;2010;..
Mujeres;De 30 a 44 años;No consta;2009;..
Mujeres;De 30 a 44 años;No consta;2008;0
Mujeres;De 30 a 44 años;No consta;2007;0
Mujeres;De 30 a 44 años;No consta;2006;0,1
Mujeres;De 30 a 44 años;No consta;2005;0
Mujeres;De 30 a 44 años;No consta;2004;0,2
Mujeres;De 45 a 64 años;Con mucha dificultad;2024;9,6
Mujeres;De 45 a 64 años;Con mucha dificultad;2023;9,7
Mujeres;De 45 a 64 años;Con mucha dificultad;2022;9,3
Mujeres;De 45 a 64 años;Con mucha dificultad;2021;9,4
Mujeres;De 45 a 64 años;Con mucha dificultad;2020;11,1
Mujeres;De 45 a 64 años;Con mucha dificultad;2019;9,3
Mujeres;De 45 a 64 años;Con mucha dificultad;2018;11,2
Mujeres;De 45 a 64 años;Con mucha dificultad;2017;10,6
Mujeres;De 45 a 64 años;Con mucha dificultad;2016;17,6
Mujeres;De 45 a 64 años;Con mucha dificultad;2015;14,8
Mujeres;De 45 a 64 años;Con mucha dificultad;2014;18,2
Mujeres;De 45 a 64 años;Con mucha dificultad;2013;17,7
Mujeres;De 45 a 64 años;Con mucha dificultad;2012;13,1
Mujeres;De 45 a 64 años;Con mucha dificultad;2011;10,6
Mujeres;De 45 a 64 años;Con mucha dificultad;2010;13,6
Mujeres;De 45 a 64 años;Con mucha dificultad;2009;14
Mujeres;De 45 a 64 años;Con mucha dificultad;2008;11,7
Mujeres;De 45 a 64 años;Con mucha dificultad;2007;10,4
Mujeres;De 45 a 64 años;Con mucha dificultad;2006;11,3
Mujeres;De 45 a 64 años;Con mucha dificultad;2005;10,3
Mujeres;De 45 a 64 años;Con mucha dificultad;2004;11,1
Mujeres;De 45 a 64 años;Con dificultad;2024;12,6
Mujeres;De 45 a 64 años;Con dificultad;2023;13,4
Mujeres;De 45 a 64 años;Con dificultad;2022;12,8
Mujeres;De 45 a 64 años;Con dificultad;2021;12,4
Mujeres;De 45 a 64 años;Con dificultad;2020;13,9
Mujeres;De 45 a 64 años;Con dificultad;2019;13,6
Mujeres;De 45 a 64 años;Con dificultad;2018;16,4
Mujeres;De 45 a 64 años;Con dificultad;2017;15,9
Mujeres;De 45 a 64 años;Con dificultad;2016;19
Mujeres;De 45 a 64 años;Con dificultad;2015;21,5
Mujeres;De 45 a 64 años;Con dificultad;2014;21,5
Mujeres;De 45 a 64 años;Con dificultad;2013;19,8
Mujeres;De 45 a 64 años;Con dificultad;2012;18,7
Mujeres;De 45 a 64 años;Con dificultad;2011;17,1
Mujeres;De 45 a 64 años;Con dificultad;2010;17,8
Mujeres;De 45 a 64 años;Con dificultad;2009;16,4
Mujeres;De 45 a 64 años;Con dificultad;2008;17
Mujeres;De 45 a 64 años;Con dificultad;2007;16,8
Mujeres;De 45 a 64 años;Con dificultad;2006;17,8
Mujeres;De 45 a 64 años;Con dificultad;2005;16,1
Mujeres;De 45 a 64 años;Con dificultad;2004;17,2
Mujeres;De 45 a 64 años;Con cierta dificultad;2024;25,7
Mujeres;De 45 a 64 años;Con cierta dificultad;2023;26,2
Mujeres;De 45 a 64 años;Con cierta dificultad;2022;26,1
Mujeres;De 45 a 64 años;Con cierta dificultad;2021;23,4
Mujeres;De 45 a 64 años;Con cierta dificultad;2020;21,5
Mujeres;De 45 a 64 años;Con cierta dificultad;2019;26,7
Mujeres;De 45 a 64 años;Con cierta dificultad;2018;27,3
Mujeres;De 45 a 64 años;Con cierta dificultad;2017;25,8
Mujeres;De 45 a 64 años;Con cierta dificultad;2016;25,2
Mujeres;De 45 a 64 años;Con cierta dificultad;2015;27,7
Mujeres;De 45 a 64 años;Con cierta dificultad;2014;27,9
Mujeres;De 45 a 64 años;Con cierta dificultad;2013;28,3
Mujeres;De 45 a 64 años;Con cierta dificultad;2012;27,1
Mujeres;De 45 a 64 años;Con cierta dificultad;2011;27,5
Mujeres;De 45 a 64 años;Con cierta dificultad;2010;27,6
Mujeres;De 45 a 64 años;Con cierta dificultad;2009;28,2
Mujeres;De 45 a 64 años;Con cierta dificultad;2008;30,7
Mujeres;De 45 a 64 años;Con cierta dificultad;2007;29,3
Mujeres;De 45 a 64 años;Con cierta dificultad;2006;31,2
Mujeres;De 45 a 64 años;Con cierta dificultad;2005;32,2
Mujeres;De 45 a 64 años;Con cierta dificultad;2004;32,1
Mujeres;De 45 a 64 años;Con cierta facilidad;2024;29
Mujeres;De 45 a 64 años;Con cierta facilidad;2023;27,9
Mujeres;De 45 a 64 años;Con cierta facilidad;2022;28,7
Mujeres;De 45 a 64 años;Con cierta facilidad;2021;30
Mujeres;De 45 a 64 años;Con cierta facilidad;2020;30,1
Mujeres;De 45 a 64 años;Con cierta facilidad;2019;34
Mujeres;De 45 a 64 años;Con cierta facilidad;2018;30
Mujeres;De 45 a 64 años;Con cierta facilidad;2017;33,1
Mujeres;De 45 a 64 años;Con cierta facilidad;2016;25
Mujeres;De 45 a 64 años;Con cierta facilidad;2015;24,7
Mujeres;De 45 a 64 años;Con cierta facilidad;2014;22,5
Mujeres;De 45 a 64 años;Con cierta facilidad;2013;22,9
Mujeres;De 45 a 64 años;Con cierta facilidad;2012;29
Mujeres;De 45 a 64 años;Con cierta facilidad;2011;29,3
Mujeres;De 45 a 64 años;Con cierta facilidad;2010;25,5
Mujeres;De 45 a 64 años;Con cierta facilidad;2009;26,5
Mujeres;De 45 a 64 años;Con cierta facilidad;2008;26,9
Mujeres;De 45 a 64 años;Con cierta facilidad;2007;26,6
Mujeres;De 45 a 64 años;Con cierta facilidad;2006;26,7
Mujeres;De 45 a 64 años;Con cierta facilidad;2005;27,3
Mujeres;De 45 a 64 años;Con cierta facilidad;2004;27,8
Mujeres;De 45 a 64 años;Con facilidad;2024;19,3
Mujeres;De 45 a 64 años;Con facilidad;2023;19,4
Mujeres;De 45 a 64 años;Con facilidad;2022;19,7
Mujeres;De 45 a 64 años;Con facilidad;2021;21
Mujeres;De 45 a 64 años;Con facilidad;2020;20,9
Mujeres;De 45 a 64 años;Con facilidad;2019;15,2
Mujeres;De 45 a 64 años;Con facilidad;2018;14
Mujeres;De 45 a 64 años;Con facilidad;2017;13,8
Mujeres;De 45 a 64 años;Con facilidad;2016;12,4
Mujeres;De 45 a 64 años;Con facilidad;2015;10,5
Mujeres;De 45 a 64 años;Con facilidad;2014;9,2
Mujeres;De 45 a 64 años;Con facilidad;2013;10,4
Mujeres;De 45 a 64 años;Con facilidad;2012;11,1
Mujeres;De 45 a 64 años;Con facilidad;2011;14,3
Mujeres;De 45 a 64 años;Con facilidad;2010;14,2
Mujeres;De 45 a 64 años;Con facilidad;2009;13,6
Mujeres;De 45 a 64 años;Con facilidad;2008;12,6
Mujeres;De 45 a 64 años;Con facilidad;2007;15,5
Mujeres;De 45 a 64 años;Con facilidad;2006;11,8
Mujeres;De 45 a 64 años;Con facilidad;2005;12,5
Mujeres;De 45 a 64 años;Con facilidad;2004;10,9
Mujeres;De 45 a 64 años;Con mucha facilidad;2024;3,5
Mujeres;De 45 a 64 años;Con mucha facilidad;2023;3,2
Mujeres;De 45 a 64 años;Con mucha facilidad;2022;3,2
Mujeres;De 45 a 64 años;Con mucha facilidad;2021;3,7
Mujeres;De 45 a 64 años;Con mucha facilidad;2020;2,4
Mujeres;De 45 a 64 años;Con mucha facilidad;2019;1,1
Mujeres;De 45 a 64 años;Con mucha facilidad;2018;1,1
Mujeres;De 45 a 64 años;Con mucha facilidad;2017;0,8
Mujeres;De 45 a 64 años;Con mucha facilidad;2016;0,8
Mujeres;De 45 a 64 años;Con mucha facilidad;2015;0,7
Mujeres;De 45 a 64 años;Con mucha facilidad;2014;0,7
Mujeres;De 45 a 64 años;Con mucha facilidad;2013;0,9
Mujeres;De 45 a 64 años;Con mucha facilidad;2012;1
Mujeres;De 45 a 64 años;Con mucha facilidad;2011;1,2
Mujeres;De 45 a 64 años;Con mucha facilidad;2010;1,3
Mujeres;De 45 a 64 años;Con mucha facilidad;2009;1,2
Mujeres;De 45 a 64 años;Con mucha facilidad;2008;1,1
Mujeres;De 45 a 64 años;Con mucha facilidad;2007;1,4
Mujeres;De 45 a 64 años;Con mucha facilidad;2006;1,1
Mujeres;De 45 a 64 años;Con mucha facilidad;2005;1,2
Mujeres;De 45 a 64 años;Con mucha facilidad;2004;0,6
Mujeres;De 45 a 64 años;No consta;2024;0,2
Mujeres;De 45 a 64 años;No consta;2023;0,3
Mujeres;De 45 a 64 años;No consta;2022;0,1
Mujeres;De 45 a 64 años;No consta;2021;0
Mujeres;De 45 a 64 años;No consta;2020;0,1
Mujeres;De 45 a 64 años;No consta;2019;0,1
Mujeres;De 45 a 64 años;No consta;2018;..
Mujeres;De 45 a 64 años;No consta;2017;..
Mujeres;De 45 a 64 años;No consta;2016;..
Mujeres;De 45 a 64 años;No consta;2015;..
Mujeres;De 45 a 64 años;No consta;2014;..
Mujeres;De 45 a 64 años;No consta;2013;..
Mujeres;De 45 a 64 años;No consta;2012;..
Mujeres;De 45 a 64 años;No consta;2011;..
Mujeres;De 45 a 64 años;No consta;2010;..
Mujeres;De 45 a 64 años;No consta;2009;0
Mujeres;De 45 a 64 años;No consta;2008;..
Mujeres;De 45 a 64 años;No consta;2007;0,1
Mujeres;De 45 a 64 años;No consta;2006;0
Mujeres;De 45 a 64 años;No consta;2005;0,4
Mujeres;De 45 a 64 años;No consta;2004;0,3
Mujeres;65 y más años;Con mucha dificultad;2024;5,7
Mujeres;65 y más años;Con mucha dificultad;2023;5,9
Mujeres;65 y más años;Con mucha dificultad;2022;6,6
Mujeres;65 y más años;Con mucha dificultad;2021;6,6
