Comunidades y Ciudades Autónomas;Dificultad para llegar a fin de mes;Periodo;Total
15 Navarra, Comunidad Foral de;Con cierta dificultad;2004;23,3
15 Navarra, Comunidad Foral de;Con cierta facilidad;2024;24,9
15 Navarra, Comunidad Foral de;Con cierta facilidad;2023;27,8
15 Navarra, Comunidad Foral de;Con cierta facilidad;2022;28,7
15 Navarra, Comunidad Foral de;Con cierta facilidad;2021;28,2
15 Navarra, Comunidad Foral de;Con cierta facilidad;2020;33,2
15 Navarra, Comunidad Foral de;Con cierta facilidad;2019;30,8
15 Navarra, Comunidad Foral de;Con cierta facilidad;2018;32,6
15 Navarra, Comunidad Foral de;Con cierta facilidad;2017;42,1
15 Navarra, Comunidad Foral de;Con cierta facilidad;2016;34,5
15 Navarra, Comunidad Foral de;Con cierta facilidad;2015;32,1
15 Navarra, Comunidad Foral de;Con cierta facilidad;2014;37,1
15 Navarra, Comunidad Foral de;Con cierta facilidad;2013;31,4
15 Navarra, Comunidad Foral de;Con cierta facilidad;2012;31,2
15 Navarra, Comunidad Foral de;Con cierta facilidad;2011;28
15 Navarra, Comunidad Foral de;Con cierta facilidad;2010;29,3
15 Navarra, Comunidad Foral de;Con cierta facilidad;2009;31,4
15 Navarra, Comunidad Foral de;Con cierta facilidad;2008;36,9
15 Navarra, Comunidad Foral de;Con cierta facilidad;2007;31,6
15 Navarra, Comunidad Foral de;Con cierta facilidad;2006;36
15 Navarra, Comunidad Foral de;Con cierta facilidad;2005;36
15 Navarra, Comunidad Foral de;Con cierta facilidad;2004;32,4
15 Navarra, Comunidad Foral de;Con facilidad;2024;27,5
15 Navarra, Comunidad Foral de;Con facilidad;2023;26,6
15 Navarra, Comunidad Foral de;Con facilidad;2022;25,2
15 Navarra, Comunidad Foral de;Con facilidad;2021;31,7
15 Navarra, Comunidad Foral de;Con facilidad;2020;29,1
15 Navarra, Comunidad Foral de;Con facilidad;2019;34,8
15 Navarra, Comunidad Foral de;Con facilidad;2018;24,3
15 Navarra, Comunidad Foral de;Con facilidad;2017;32,2
15 Navarra, Comunidad Foral de;Con facilidad;2016;17,8
15 Navarra, Comunidad Foral de;Con facilidad;2015;18,9
15 Navarra, Comunidad Foral de;Con facilidad;2014;24,4
15 Navarra, Comunidad Foral de;Con facilidad;2013;20,4
15 Navarra, Comunidad Foral de;Con facilidad;2012;23,5
15 Navarra, Comunidad Foral de;Con facilidad;2011;33,3
15 Navarra, Comunidad Foral de;Con facilidad;2010;33,5
15 Navarra, Comunidad Foral de;Con facilidad;2009;26,7
15 Navarra, Comunidad Foral de;Con facilidad;2008;21,1
15 Navarra, Comunidad Foral de;Con facilidad;2007;28,7
15 Navarra, Comunidad Foral de;Con facilidad;2006;20
15 Navarra, Comunidad Foral de;Con facilidad;2005;22,7
15 Navarra, Comunidad Foral de;Con facilidad;2004;26,7
15 Navarra, Comunidad Foral de;Con mucha facilidad;2024;5,6
15 Navarra, Comunidad Foral de;Con mucha facilidad;2023;3,7
15 Navarra, Comunidad Foral de;Con mucha facilidad;2022;6,3
15 Navarra, Comunidad Foral de;Con mucha facilidad;2021;5,3
15 Navarra, Comunidad Foral de;Con mucha facilidad;2020;5,4
15 Navarra, Comunidad Foral de;Con mucha facilidad;2019;2,3
15 Navarra, Comunidad Foral de;Con mucha facilidad;2018;3,7
15 Navarra, Comunidad Foral de;Con mucha facilidad;2017;0,9
15 Navarra, Comunidad Foral de;Con mucha facilidad;2016;1,7
15 Navarra, Comunidad Foral de;Con mucha facilidad;2015;1,9
15 Navarra, Comunidad Foral de;Con mucha facilidad;2014;1,6
15 Navarra, Comunidad Foral de;Con mucha facilidad;2013;1
15 Navarra, Comunidad Foral de;Con mucha facilidad;2012;1,8
15 Navarra, Comunidad Foral de;Con mucha facilidad;2011;1
15 Navarra, Comunidad Foral de;Con mucha facilidad;2010;1,9
15 Navarra, Comunidad Foral de;Con mucha facilidad;2009;2,1
15 Navarra, Comunidad Foral de;Con mucha facilidad;2008;1,4
15 Navarra, Comunidad Foral de;Con mucha facilidad;2007;2,1
15 Navarra, Comunidad Foral de;Con mucha facilidad;2006;2
15 Navarra, Comunidad Foral de;Con mucha facilidad;2005;2,4
15 Navarra, Comunidad Foral de;Con mucha facilidad;2004;1,9
15 Navarra, Comunidad Foral de;No consta;2024;0,4
15 Navarra, Comunidad Foral de;No consta;2023;0,1
15 Navarra, Comunidad Foral de;No consta;2022;0,3
15 Navarra, Comunidad Foral de;No consta;2021;..
15 Navarra, Comunidad Foral de;No consta;2020;..
15 Navarra, Comunidad Foral de;No consta;2019;..
15 Navarra, Comunidad Foral de;No consta;2018;..
15 Navarra, Comunidad Foral de;No consta;2017;..
15 Navarra, Comunidad Foral de;No consta;2016;..
15 Navarra, Comunidad Foral de;No consta;2015;..
15 Navarra, Comunidad Foral de;No consta;2014;..
15 Navarra, Comunidad Foral de;No consta;2013;..
15 Navarra, Comunidad Foral de;No consta;2012;..
15 Navarra, Comunidad Foral de;No consta;2011;..
15 Navarra, Comunidad Foral de;No consta;2010;..
15 Navarra, Comunidad Foral de;No consta;2009;..
15 Navarra, Comunidad Foral de;No consta;2008;..
15 Navarra, Comunidad Foral de;No consta;2007;..
15 Navarra, Comunidad Foral de;No consta;2006;..
15 Navarra, Comunidad Foral de;No consta;2005;0,1
15 Navarra, Comunidad Foral de;No consta;2004;0,1
16 País Vasco;Con mucha dificultad;2024;5,1
16 País Vasco;Con mucha dificultad;2023;6,3
16 País Vasco;Con mucha dificultad;2022;3,9
16 País Vasco;Con mucha dificultad;2021;4,6
16 País Vasco;Con mucha dificultad;2020;5,6
16 País Vasco;Con mucha dificultad;2019;6,2
16 País Vasco;Con mucha dificultad;2018;6,5
16 País Vasco;Con mucha dificultad;2017;5,4
16 País Vasco;Con mucha dificultad;2016;6
16 País Vasco;Con mucha dificultad;2015;10,4
16 País Vasco;Con mucha dificultad;2014;11,1
16 País Vasco;Con mucha dificultad;2013;11,5
16 País Vasco;Con mucha dificultad;2012;6,4
16 País Vasco;Con mucha dificultad;2011;6,4
16 País Vasco;Con mucha dificultad;2010;5,7
16 País Vasco;Con mucha dificultad;2009;10,3
16 País Vasco;Con mucha dificultad;2008;7,1
16 País Vasco;Con mucha dificultad;2007;6,7
16 País Vasco;Con mucha dificultad;2006;5,1
16 País Vasco;Con mucha dificultad;2005;7,9
16 País Vasco;Con mucha dificultad;2004;5,2
16 País Vasco;Con dificultad;2024;9
16 País Vasco;Con dificultad;2023;7,8
16 País Vasco;Con dificultad;2022;8
16 País Vasco;Con dificultad;2021;5,8
16 País Vasco;Con dificultad;2020;9,4
16 País Vasco;Con dificultad;2019;9,5
16 País Vasco;Con dificultad;2018;10,2
16 País Vasco;Con dificultad;2017;11,1
16 País Vasco;Con dificultad;2016;7,8
16 País Vasco;Con dificultad;2015;9,7
16 País Vasco;Con dificultad;2014;14,3
16 País Vasco;Con dificultad;2013;12,7
16 País Vasco;Con dificultad;2012;10,2
16 País Vasco;Con dificultad;2011;10,3
16 País Vasco;Con dificultad;2010;11,2
16 País Vasco;Con dificultad;2009;11
16 País Vasco;Con dificultad;2008;11,3
16 País Vasco;Con dificultad;2007;13,1
16 País Vasco;Con dificultad;2006;10,5
16 País Vasco;Con dificultad;2005;12,6
16 País Vasco;Con dificultad;2004;13,1
16 País Vasco;Con cierta dificultad;2024;19,7
16 País Vasco;Con cierta dificultad;2023;19
16 País Vasco;Con cierta dificultad;2022;19,7
16 País Vasco;Con cierta dificultad;2021;21,4
16 País Vasco;Con cierta dificultad;2020;16,7
16 País Vasco;Con cierta dificultad;2019;23,1
16 País Vasco;Con cierta dificultad;2018;18,5
16 País Vasco;Con cierta dificultad;2017;16,7
16 País Vasco;Con cierta dificultad;2016;24,9
16 País Vasco;Con cierta dificultad;2015;23,2
16 País Vasco;Con cierta dificultad;2014;25,6
16 País Vasco;Con cierta dificultad;2013;26,1
16 País Vasco;Con cierta dificultad;2012;22,8
16 País Vasco;Con cierta dificultad;2011;24,1
16 País Vasco;Con cierta dificultad;2010;24,7
16 País Vasco;Con cierta dificultad;2009;23,5
16 País Vasco;Con cierta dificultad;2008;24,4
16 País Vasco;Con cierta dificultad;2007;28,6
16 País Vasco;Con cierta dificultad;2006;31,6
16 País Vasco;Con cierta dificultad;2005;29,1
16 País Vasco;Con cierta dificultad;2004;31,4
16 País Vasco;Con cierta facilidad;2024;31,7
16 País Vasco;Con cierta facilidad;2023;32,6
16 País Vasco;Con cierta facilidad;2022;33,1
16 País Vasco;Con cierta facilidad;2021;31,5
16 País Vasco;Con cierta facilidad;2020;34,8
16 País Vasco;Con cierta facilidad;2019;29,6
16 País Vasco;Con cierta facilidad;2018;33,7
16 País Vasco;Con cierta facilidad;2017;38,4
16 País Vasco;Con cierta facilidad;2016;32,6
16 País Vasco;Con cierta facilidad;2015;33
16 País Vasco;Con cierta facilidad;2014;32,6
16 País Vasco;Con cierta facilidad;2013;30,7
16 País Vasco;Con cierta facilidad;2012;35
16 País Vasco;Con cierta facilidad;2011;34
16 País Vasco;Con cierta facilidad;2010;31,6
16 País Vasco;Con cierta facilidad;2009;29,9
16 País Vasco;Con cierta facilidad;2008;32,5
16 País Vasco;Con cierta facilidad;2007;31,8
16 País Vasco;Con cierta facilidad;2006;35,7
16 País Vasco;Con cierta facilidad;2005;34
16 País Vasco;Con cierta facilidad;2004;37,6
16 País Vasco;Con facilidad;2024;27,5
16 País Vasco;Con facilidad;2023;26,9
16 País Vasco;Con facilidad;2022;29,3
16 País Vasco;Con facilidad;2021;30,4
16 País Vasco;Con facilidad;2020;30,4
16 País Vasco;Con facilidad;2019;28,2
16 País Vasco;Con facilidad;2018;29
16 País Vasco;Con facilidad;2017;27,1
16 País Vasco;Con facilidad;2016;27,3
16 País Vasco;Con facilidad;2015;21,7
16 País Vasco;Con facilidad;2014;14,1
16 País Vasco;Con facilidad;2013;16,6
16 País Vasco;Con facilidad;2012;23,7
16 País Vasco;Con facilidad;2011;23,6
16 País Vasco;Con facilidad;2010;24,3
16 País Vasco;Con facilidad;2009;23,1
16 País Vasco;Con facilidad;2008;22
16 País Vasco;Con facilidad;2007;18,4
16 País Vasco;Con facilidad;2006;16,2
16 País Vasco;Con facilidad;2005;15,4
16 País Vasco;Con facilidad;2004;12,3
16 País Vasco;Con mucha facilidad;2024;6,6
16 País Vasco;Con mucha facilidad;2023;7
16 País Vasco;Con mucha facilidad;2022;5,9
16 País Vasco;Con mucha facilidad;2021;6,3
16 País Vasco;Con mucha facilidad;2020;3,2
16 País Vasco;Con mucha facilidad;2019;3,3
16 País Vasco;Con mucha facilidad;2018;2
16 País Vasco;Con mucha facilidad;2017;1,2
16 País Vasco;Con mucha facilidad;2016;1,4
16 País Vasco;Con mucha facilidad;2015;2
16 País Vasco;Con mucha facilidad;2014;2,1
16 País Vasco;Con mucha facilidad;2013;2,3
16 País Vasco;Con mucha facilidad;2012;1,9
16 País Vasco;Con mucha facilidad;2011;1,5
16 País Vasco;Con mucha facilidad;2010;2,5
16 País Vasco;Con mucha facilidad;2009;2,2
16 País Vasco;Con mucha facilidad;2008;2,7
16 País Vasco;Con mucha facilidad;2007;1,3
16 País Vasco;Con mucha facilidad;2006;0,7
16 País Vasco;Con mucha facilidad;2005;1
16 País Vasco;Con mucha facilidad;2004;0,4
16 País Vasco;No consta;2024;0,4
16 País Vasco;No consta;2023;0,4
16 País Vasco;No consta;2022;0,1
16 País Vasco;No consta;2021;..
16 País Vasco;No consta;2020;..
16 País Vasco;No consta;2019;0
16 País Vasco;No consta;2018;..
16 País Vasco;No consta;2017;..
16 País Vasco;No consta;2016;..
16 País Vasco;No consta;2015;..
16 País Vasco;No consta;2014;0,1
16 País Vasco;No consta;2013;..
16 País Vasco;No consta;2012;..
16 País Vasco;No consta;2011;..
16 País Vasco;No consta;2010;..
16 País Vasco;No consta;2009;..
16 País Vasco;No consta;2008;..
16 País Vasco;No consta;2007;0,2
16 País Vasco;No consta;2006;0,2
16 País Vasco;No consta;2005;..
16 País Vasco;No consta;2004;..
17 Rioja, La;Con mucha dificultad;2024;5,9
17 Rioja, La;Con mucha dificultad;2023;4,8
17 Rioja, La;Con mucha dificultad;2022;3,3
17 Rioja, La;Con mucha dificultad;2021;3,1
17 Rioja, La;Con mucha dificultad;2020;6
17 Rioja, La;Con mucha dificultad;2019;2,8
17 Rioja, La;Con mucha dificultad;2018;7,4
17 Rioja, La;Con mucha dificultad;2017;0,6
17 Rioja, La;Con mucha dificultad;2016;8,3
17 Rioja, La;Con mucha dificultad;2015;8,7
17 Rioja, La;Con mucha dificultad;2014;10,9
17 Rioja, La;Con mucha dificultad;2013;14,4
17 Rioja, La;Con mucha dificultad;2012;14,4
17 Rioja, La;Con mucha dificultad;2011;8,8
17 Rioja, La;Con mucha dificultad;2010;16,4
17 Rioja, La;Con mucha dificultad;2009;15,3
17 Rioja, La;Con mucha dificultad;2008;13,2
17 Rioja, La;Con mucha dificultad;2007;8,9
17 Rioja, La;Con mucha dificultad;2006;9,8
17 Rioja, La;Con mucha dificultad;2005;5,1
17 Rioja, La;Con mucha dificultad;2004;6,7
17 Rioja, La;Con dificultad;2024;8,6
17 Rioja, La;Con dificultad;2023;12,6
17 Rioja, La;Con dificultad;2022;10,6
17 Rioja, La;Con dificultad;2021;9,8
17 Rioja, La;Con dificultad;2020;8,1
17 Rioja, La;Con dificultad;2019;4,5
17 Rioja, La;Con dificultad;2018;7,8
17 Rioja, La;Con dificultad;2017;9,2
17 Rioja, La;Con dificultad;2016;14,9
17 Rioja, La;Con dificultad;2015;18,1
17 Rioja, La;Con dificultad;2014;22,9
17 Rioja, La;Con dificultad;2013;17,6
17 Rioja, La;Con dificultad;2012;15,9
17 Rioja, La;Con dificultad;2011;17,6
17 Rioja, La;Con dificultad;2010;6,9
17 Rioja, La;Con dificultad;2009;14,5
17 Rioja, La;Con dificultad;2008;14,8
17 Rioja, La;Con dificultad;2007;13
17 Rioja, La;Con dificultad;2006;16,8
17 Rioja, La;Con dificultad;2005;13,5
17 Rioja, La;Con dificultad;2004;11,4
17 Rioja, La;Con cierta dificultad;2024;25,1
17 Rioja, La;Con cierta dificultad;2023;23,3
17 Rioja, La;Con cierta dificultad;2022;22,1
17 Rioja, La;Con cierta dificultad;2021;19,4
17 Rioja, La;Con cierta dificultad;2020;13,6
17 Rioja, La;Con cierta dificultad;2019;18,1
17 Rioja, La;Con cierta dificultad;2018;22,6
17 Rioja, La;Con cierta dificultad;2017;20
17 Rioja, La;Con cierta dificultad;2016;15,9
17 Rioja, La;Con cierta dificultad;2015;22,2
17 Rioja, La;Con cierta dificultad;2014;19,7
17 Rioja, La;Con cierta dificultad;2013;27,4
17 Rioja, La;Con cierta dificultad;2012;29,2
17 Rioja, La;Con cierta dificultad;2011;23,4
17 Rioja, La;Con cierta dificultad;2010;29
17 Rioja, La;Con cierta dificultad;2009;25,7
17 Rioja, La;Con cierta dificultad;2008;27,2
17 Rioja, La;Con cierta dificultad;2007;24,1
17 Rioja, La;Con cierta dificultad;2006;24,4
17 Rioja, La;Con cierta dificultad;2005;27,7
17 Rioja, La;Con cierta dificultad;2004;28
17 Rioja, La;Con cierta facilidad;2024;29,7
17 Rioja, La;Con cierta facilidad;2023;27
17 Rioja, La;Con cierta facilidad;2022;31,8
17 Rioja, La;Con cierta facilidad;2021;29,2
17 Rioja, La;Con cierta facilidad;2020;34,8
17 Rioja, La;Con cierta facilidad;2019;47,2
17 Rioja, La;Con cierta facilidad;2018;38,5
17 Rioja, La;Con cierta facilidad;2017;50,4
17 Rioja, La;Con cierta facilidad;2016;33,6
17 Rioja, La;Con cierta facilidad;2015;28,6
17 Rioja, La;Con cierta facilidad;2014;25,7
17 Rioja, La;Con cierta facilidad;2013;29,2
17 Rioja, La;Con cierta facilidad;2012;25,8
17 Rioja, La;Con cierta facilidad;2011;30,5
17 Rioja, La;Con cierta facilidad;2010;28,2
17 Rioja, La;Con cierta facilidad;2009;29,1
17 Rioja, La;Con cierta facilidad;2008;24,8
17 Rioja, La;Con cierta facilidad;2007;30,1
17 Rioja, La;Con cierta facilidad;2006;28,5
17 Rioja, La;Con cierta facilidad;2005;30
17 Rioja, La;Con cierta facilidad;2004;34,8
17 Rioja, La;Con facilidad;2024;24,8
17 Rioja, La;Con facilidad;2023;25
17 Rioja, La;Con facilidad;2022;26,1
17 Rioja, La;Con facilidad;2021;34,3
17 Rioja, La;Con facilidad;2020;34
17 Rioja, La;Con facilidad;2019;25,8
17 Rioja, La;Con facilidad;2018;21,3
17 Rioja, La;Con facilidad;2017;18,1
17 Rioja, La;Con facilidad;2016;23,8
17 Rioja, La;Con facilidad;2015;19,1
17 Rioja, La;Con facilidad;2014;20,3
17 Rioja, La;Con facilidad;2013;10,5
17 Rioja, La;Con facilidad;2012;13,8
17 Rioja, La;Con facilidad;2011;18,5
17 Rioja, La;Con facilidad;2010;18,1
17 Rioja, La;Con facilidad;2009;15
17 Rioja, La;Con facilidad;2008;19,2
17 Rioja, La;Con facilidad;2007;22,9
17 Rioja, La;Con facilidad;2006;19,1
17 Rioja, La;Con facilidad;2005;22
17 Rioja, La;Con facilidad;2004;17,2
17 Rioja, La;Con mucha facilidad;2024;5,5
17 Rioja, La;Con mucha facilidad;2023;6,8
17 Rioja, La;Con mucha facilidad;2022;5,9
17 Rioja, La;Con mucha facilidad;2021;4,2
17 Rioja, La;Con mucha facilidad;2020;3,4
17 Rioja, La;Con mucha facilidad;2019;1,6
17 Rioja, La;Con mucha facilidad;2018;2,4
17 Rioja, La;Con mucha facilidad;2017;1,6
17 Rioja, La;Con mucha facilidad;2016;3,6
17 Rioja, La;Con mucha facilidad;2015;3,4
17 Rioja, La;Con mucha facilidad;2014;0,5
17 Rioja, La;Con mucha facilidad;2013;0,9
17 Rioja, La;Con mucha facilidad;2012;0,8
17 Rioja, La;Con mucha facilidad;2011;1,2
17 Rioja, La;Con mucha facilidad;2010;1,4
17 Rioja, La;Con mucha facilidad;2009;0,4
17 Rioja, La;Con mucha facilidad;2008;0,5
17 Rioja, La;Con mucha facilidad;2007;1
17 Rioja, La;Con mucha facilidad;2006;1,3
17 Rioja, La;Con mucha facilidad;2005;1,6
17 Rioja, La;Con mucha facilidad;2004;1,7
17 Rioja, La;No consta;2024;0,3
17 Rioja, La;No consta;2023;0,4
17 Rioja, La;No consta;2022;0,2
17 Rioja, La;No consta;2021;..
17 Rioja, La;No consta;2020;..
17 Rioja, La;No consta;2019;..
17 Rioja, La;No consta;2018;..
17 Rioja, La;No consta;2017;..
17 Rioja, La;No consta;2016;..
17 Rioja, La;No consta;2015;..
17 Rioja, La;No consta;2014;..
17 Rioja, La;No consta;2013;..
17 Rioja, La;No consta;2012;..
17 Rioja, La;No consta;2011;..
17 Rioja, La;No consta;2010;..
17 Rioja, La;No consta;2009;..
17 Rioja, La;No consta;2008;0,4
17 Rioja, La;No consta;2007;..
17 Rioja, La;No consta;2006;..
17 Rioja, La;No consta;2005;..
17 Rioja, La;No consta;2004;0,3
18 Ceuta;Con mucha dificultad;2024;17,2
18 Ceuta;Con mucha dificultad;2023;20,9
18 Ceuta;Con mucha dificultad;2022;20,2
18 Ceuta;Con mucha dificultad;2021;26,4
18 Ceuta;Con mucha dificultad;2020;2,7
18 Ceuta;Con mucha dificultad;2019;21,3
18 Ceuta;Con mucha dificultad;2018;32,6
18 Ceuta;Con mucha dificultad;2017;17,3
18 Ceuta;Con mucha dificultad;2016;15,8
18 Ceuta;Con mucha dificultad;2015;25,9
18 Ceuta;Con mucha dificultad;2014;30,5
18 Ceuta;Con mucha dificultad;2013;34,2
18 Ceuta;Con mucha dificultad;2012;13,7
18 Ceuta;Con mucha dificultad;2011;14,3
18 Ceuta;Con mucha dificultad;2010;24,8
18 Ceuta;Con mucha dificultad;2009;17,8
18 Ceuta;Con mucha dificultad;2008;23,7
18 Ceuta;Con mucha dificultad;2007;28,5
18 Ceuta;Con mucha dificultad;2006;30
18 Ceuta;Con mucha dificultad;2005;22,8
18 Ceuta;Con mucha dificultad;2004;34,1
18 Ceuta;Con dificultad;2024;16,4
18 Ceuta;Con dificultad;2023;12,2
18 Ceuta;Con dificultad;2022;14,6
18 Ceuta;Con dificultad;2021;11,4
18 Ceuta;Con dificultad;2020;28,7
18 Ceuta;Con dificultad;2019;16,6
18 Ceuta;Con dificultad;2018;18,6
18 Ceuta;Con dificultad;2017;24,6
18 Ceuta;Con dificultad;2016;25,4
18 Ceuta;Con dificultad;2015;20,2
18 Ceuta;Con dificultad;2014;25
18 Ceuta;Con dificultad;2013;29,1
18 Ceuta;Con dificultad;2012;40,3
18 Ceuta;Con dificultad;2011;20,9
18 Ceuta;Con dificultad;2010;21,4
18 Ceuta;Con dificultad;2009;24,2
18 Ceuta;Con dificultad;2008;17,4
18 Ceuta;Con dificultad;2007;16
18 Ceuta;Con dificultad;2006;27,3
18 Ceuta;Con dificultad;2005;39,5
18 Ceuta;Con dificultad;2004;26,9
18 Ceuta;Con cierta dificultad;2024;26,4
18 Ceuta;Con cierta dificultad;2023;29,4
18 Ceuta;Con cierta dificultad;2022;25,5
18 Ceuta;Con cierta dificultad;2021;16,1
18 Ceuta;Con cierta dificultad;2020;11,2
18 Ceuta;Con cierta dificultad;2019;13,9
18 Ceuta;Con cierta dificultad;2018;12,8
18 Ceuta;Con cierta dificultad;2017;18,6
18 Ceuta;Con cierta dificultad;2016;23,5
18 Ceuta;Con cierta dificultad;2015;23,4
18 Ceuta;Con cierta dificultad;2014;23,5
18 Ceuta;Con cierta dificultad;2013;19,1
18 Ceuta;Con cierta dificultad;2012;27
18 Ceuta;Con cierta dificultad;2011;33,3
18 Ceuta;Con cierta dificultad;2010;31,8
18 Ceuta;Con cierta dificultad;2009;35,8
18 Ceuta;Con cierta dificultad;2008;21,9
18 Ceuta;Con cierta dificultad;2007;24,5
18 Ceuta;Con cierta dificultad;2006;26,2
18 Ceuta;Con cierta dificultad;2005;23,3
18 Ceuta;Con cierta dificultad;2004;16,7
18 Ceuta;Con cierta facilidad;2024;25,2
18 Ceuta;Con cierta facilidad;2023;22,6
18 Ceuta;Con cierta facilidad;2022;13,1
18 Ceuta;Con cierta facilidad;2021;18,1
18 Ceuta;Con cierta facilidad;2020;36,4
18 Ceuta;Con cierta facilidad;2019;28,4
18 Ceuta;Con cierta facilidad;2018;20,4
18 Ceuta;Con cierta facilidad;2017;33,7
18 Ceuta;Con cierta facilidad;2016;31,3
18 Ceuta;Con cierta facilidad;2015;28,3
18 Ceuta;Con cierta facilidad;2014;17,6
18 Ceuta;Con cierta facilidad;2013;10,6
18 Ceuta;Con cierta facilidad;2012;7,8
18 Ceuta;Con cierta facilidad;2011;25,7
18 Ceuta;Con cierta facilidad;2010;16,2
18 Ceuta;Con cierta facilidad;2009;14,7
18 Ceuta;Con cierta facilidad;2008;30,1
18 Ceuta;Con cierta facilidad;2007;17,7
18 Ceuta;Con cierta facilidad;2006;5,2
18 Ceuta;Con cierta facilidad;2005;10,4
18 Ceuta;Con cierta facilidad;2004;13,2
18 Ceuta;Con facilidad;2024;11,4
18 Ceuta;Con facilidad;2023;12,3
18 Ceuta;Con facilidad;2022;22,9
18 Ceuta;Con facilidad;2021;25,4
18 Ceuta;Con facilidad;2020;20,8
18 Ceuta;Con facilidad;2019;16,4
18 Ceuta;Con facilidad;2018;15,5
18 Ceuta;Con facilidad;2017;5
18 Ceuta;Con facilidad;2016;3,3
18 Ceuta;Con facilidad;2015;2,2
18 Ceuta;Con facilidad;2014;1,9
18 Ceuta;Con facilidad;2013;6,3
18 Ceuta;Con facilidad;2012;9,4
18 Ceuta;Con facilidad;2011;5,1
18 Ceuta;Con facilidad;2010;5
18 Ceuta;Con facilidad;2009;7,4
18 Ceuta;Con facilidad;2008;6,9
18 Ceuta;Con facilidad;2007;12,4
18 Ceuta;Con facilidad;2006;10,8
18 Ceuta;Con facilidad;2005;3,9
18 Ceuta;Con facilidad;2004;7,2
18 Ceuta;Con mucha facilidad;2024;3,3
18 Ceuta;Con mucha facilidad;2023;2,4
18 Ceuta;Con mucha facilidad;2022;3,7
18 Ceuta;Con mucha facilidad;2021;2,1
18 Ceuta;Con mucha facilidad;2020;0,2
18 Ceuta;Con mucha facilidad;2019;3,3
18 Ceuta;Con mucha facilidad;2018;..
18 Ceuta;Con mucha facilidad;2017;0,8
18 Ceuta;Con mucha facilidad;2016;0,6
18 Ceuta;Con mucha facilidad;2015;..
18 Ceuta;Con mucha facilidad;2014;1,5
18 Ceuta;Con mucha facilidad;2013;0,6
18 Ceuta;Con mucha facilidad;2012;1,8
18 Ceuta;Con mucha facilidad;2011;0,7
18 Ceuta;Con mucha facilidad;2010;0,7
18 Ceuta;Con mucha facilidad;2009;0,1
18 Ceuta;Con mucha facilidad;2008;..
18 Ceuta;Con mucha facilidad;2007;0,8
18 Ceuta;Con mucha facilidad;2006;0,5
18 Ceuta;Con mucha facilidad;2005;0,1
18 Ceuta;Con mucha facilidad;2004;1,9
18 Ceuta;No consta;2024;..
18 Ceuta;No consta;2023;0,3
18 Ceuta;No consta;2022;..
18 Ceuta;No consta;2021;0,6
18 Ceuta;No consta;2020;..
18 Ceuta;No consta;2019;..
18 Ceuta;No consta;2018;..
18 Ceuta;No consta;2017;..
18 Ceuta;No consta;2016;..
18 Ceuta;No consta;2015;..
18 Ceuta;No consta;2014;..
18 Ceuta;No consta;2013;..
18 Ceuta;No consta;2012;..
18 Ceuta;No consta;2011;..
18 Ceuta;No consta;2010;..
18 Ceuta;No consta;2009;..
18 Ceuta;No consta;2008;..
18 Ceuta;No consta;2007;..
18 Ceuta;No consta;2006;..
18 Ceuta;No consta;2005;..
18 Ceuta;No consta;2004;..
19 Melilla;Con mucha dificultad;2024;10,2
19 Melilla;Con mucha dificultad;2023;10,7
19 Melilla;Con mucha dificultad;2022;15,6
19 Melilla;Con mucha dificultad;2021;18,7
19 Melilla;Con mucha dificultad;2020;17,6
19 Melilla;Con mucha dificultad;2019;14,5
19 Melilla;Con mucha dificultad;2018;15,8
19 Melilla;Con mucha dificultad;2017;13,7
19 Melilla;Con mucha dificultad;2016;12
19 Melilla;Con mucha dificultad;2015;17
19 Melilla;Con mucha dificultad;2014;12,4
19 Melilla;Con mucha dificultad;2013;18,6
19 Melilla;Con mucha dificultad;2012;8,5
19 Melilla;Con mucha dificultad;2011;9,2
19 Melilla;Con mucha dificultad;2010;8,1
19 Melilla;Con mucha dificultad;2009;12,7
19 Melilla;Con mucha dificultad;2008;10,9
19 Melilla;Con mucha dificultad;2007;14,5
19 Melilla;Con mucha dificultad;2006;19,7
19 Melilla;Con mucha dificultad;2005;16,5
19 Melilla;Con mucha dificultad;2004;9,3
19 Melilla;Con dificultad;2024;13,7
19 Melilla;Con dificultad;2023;16,1
19 Melilla;Con dificultad;2022;10,2
19 Melilla;Con dificultad;2021;15,1
19 Melilla;Con dificultad;2020;17,1
19 Melilla;Con dificultad;2019;16,4
19 Melilla;Con dificultad;2018;12,8
19 Melilla;Con dificultad;2017;14,2
19 Melilla;Con dificultad;2016;25,9
19 Melilla;Con dificultad;2015;16,7
19 Melilla;Con dificultad;2014;19,3
19 Melilla;Con dificultad;2013;9,3
19 Melilla;Con dificultad;2012;8,6
19 Melilla;Con dificultad;2011;23,2
19 Melilla;Con dificultad;2010;20
19 Melilla;Con dificultad;2009;24,8
19 Melilla;Con dificultad;2008;15,4
19 Melilla;Con dificultad;2007;14,2
19 Melilla;Con dificultad;2006;21,1
19 Melilla;Con dificultad;2005;13,2
19 Melilla;Con dificultad;2004;11,1
19 Melilla;Con cierta dificultad;2024;24,3
19 Melilla;Con cierta dificultad;2023;24,4
19 Melilla;Con cierta dificultad;2022;21,7
19 Melilla;Con cierta dificultad;2021;21,8
19 Melilla;Con cierta dificultad;2020;15,8
